Station_Number,Date,Depth,Chl,O2,Temp,Sal,Ext_Coeff,PO4,NO3,NH4,Si,Plagioselmis prolonga,Paralia sulcata,Thalassiosira spp.,Unknown Diatom,Eucapsis microscopica
13,2018-03-15,2,2.6,NA,12.47,25.22,NA,2.27,24.7,5.93,83.58,330.83,0,57.04,5.7,118926.03
13,2018-04-18,2,2.7,NA,14.74,10.84,NA,1.8,17.56,4.14,157.66,218.17,4.28,0.4,12.83,279347.84
13,2018-05-07,2,2.7,NA,16.59,14.23,NA,2.66,19.49,5.57,151.97,467.08,0,65.48,130.96,78285.84
13,2018-06-11,2,5.6,NA,17.69,22.55,NA,2.98,22.28,3.57,94.41,650.99,9.3,130.2,725.39,112081.37
13,2018-07-12,2,4.7,NA,19.84,25.01,NA,3.13,20.85,3.86,84.93,1283.37,19.45,68.06,311.12,74435.72
13,2018-08-14,2,2.7,NA,18.82,25.04,NA,3.55,22.92,6.93,95.4,1401.39,4.67,24.59,712.99,238850.25
13,2018-09-18,2,3.3,NA,18.48,26.75,NA,2.94,21.63,5,95.31,1732.03,0,73.04,7.26,85130.51
13,2018-10-17,2,6.3,NA,17.57,27.97,NA,2.85,18.21,3.43,82.72,2022.29,0,51.85,0.8,61815.87
13,2018-11-15,2,4,NA,14.01,27.16,NA,2.88,21.42,5.28,83.48,714.66,10.07,95.62,221.45,54329.52
13,2018-12-05,2,2.8,NA,12.88,28.51,NA,2.45,19.06,8.35,64.6,625.23,16.45,8.23,0.4,131759.78
13,2019-02-20,2,1.8,NA,10.17,5.42,NA,2.47,30.56,7.14,209.3,449.18,0,192.51,192.51,616019.74
13,2019-03-20,2,3.8,NA,13.25,8.29,NA,2.14,18.06,6.14,216.2,506.22,14.26,142.6,898.36,210330.82
13,2019-04-25,2,4.4,NA,17.29,6.82,NA,1.88,14.71,4.07,212.74,921.4,0.4,120.66,1283.37,98392.04
13,2019-05-14,2,4.6,NA,16.61,14.29,NA,2.48,10.64,5.21,155.09,744.36,8.56,25.67,77,114220.33
13,2019-06-04,2,2.8,NA,17.92,9.4,NA,2.1,15.28,5.78,163.3,0,0,21.39,427.79,102242.17
13,2019-07-01,2,3.7,NA,19.15,18.92,NA,2.78,12.35,4.28,112.71,905.49,0,57.04,128.34,87340.76
13,2019-08-01,2,3.1,NA,20.1,21.35,NA,2.97,13.42,4.04,102.89,1347.54,42.78,171.12,235.29,427791.49
13,2019-09-18,2,2.9,NA,20.31,20.01,NA,3.23,16.63,7.14,124.21,2090.53,0,32.29,8.07,115931.49
13,2019-10-23,2,4.7,NA,16.22,24.81,NA,2.63,16.35,5.28,89.89,620.3,0,8.56,55.61,28947.22
13,2019-11-13,2,5,NA,14.23,25.7,NA,2.67,19.85,9.07,90.11,691.43,4.97,69.64,233.79,105664.5
13,2019-12-19,2,3.7,NA,11.72,21.65,NA,NA,NA,NA,NA,1909.41,0,198.24,10.43,85558.3
13,2020-01-13,2,4,8.8,11.37,23.77,NA,2.55,27.49,10.21,101.44,1148.93,12.22,6.11,213.9,38929.03
13,2020-02-12,2,2.7,8.7,11.92,22.29,NA,2.55,25.7,8.78,115.11,96.25,0,21.39,267.37,82349.86
13,2020-08-11,2,12.7,8.2,19.97,25.35,NA,2.81,13.78,2.57,94.65,4036.12,0,37.2,74.4,24526.71
13,2020-09-10,2,10,7,19.25,26.3,NA,2.95,12.99,5.78,93.47,0,0,0,62.91,38929.03
13,2020-10-09,2,7.1,7.7,19.12,26.78,NA,2.87,14.78,2.36,88.47,333.68,0,17.11,106.95,17796.13
13,2020-11-19,2,4,7.9,14.03,27.12,NA,2.97,15.92,7.71,90.12,59.89,0,25.67,0.4,11336.47
13,2020-12-17,2,3.8,8.6,11.71,25.8,NA,2.59,21.42,8.35,82.51,98.39,0,25.67,286.62,8641.39
13,2021-01-29,2,3,8.6,10.52,28.61,NA,2.28,23.2,7.14,58.96,47.06,12.83,12.83,389.29,28804.63
13,2021-02-19,2,2.7,9.1,11.97,20.18,NA,2.49,30.7,9.71,137.51,303.73,8.56,38.5,183.95,29089.82
13,2021-02-25,2,2.4,8.3,12.3,27.59,NA,2.27,23.7,7.85,68.7,466.29,0,34.22,594.63,20705.11
15,1998-03-17,2,10.8,10.2,14.17,6.29,NA,1.7,27.22,2.69,214.1,375,0,0,0,0
15,2001-05-24,2,5.6,7.3,18.99,23.14,NA,1.16,4.03,0.39,72.61,0,0,0,0,0
15,2008-05-06,2,11.1,8,15.21,23.76,NA,2.09,19.3,3.83,77.15,0,2,0,0,0
15,2008-06-17,2,6.8,7.7,16.88,27.5,NA,2.19,22.43,2.8,69.32,0,0,0,0,0
15,2008-09-16,2,5.7,7,19.24,27.67,NA,3.04,22.98,4.16,91.86,0,0.6,0,0,0
15,2008-11-18,2,6.9,7.9,15.24,27.29,NA,2.71,26.35,4.94,81.98,0,8.8,0.4,0,0
15,2009-03-12,2,5.4,8.9,12.31,13.97,NA,1.36,31.55,6.21,166.6,0,0,0,0,0
15,2009-06-23,2,5.7,7.6,19.42,23.7,NA,2.44,21.17,3.09,94.72,0,0,0,0,0
15,2009-08-27,2,9.2,NA,18.98,27.63,NA,2.91,22.42,4.29,73.6,0,0,0,0,0
15,2010-02-23,2,3.8,8.9,12.37,17.44,NA,2.32,28.03,4.91,204.61,0,1.6,0,0,0
15,2010-06-15,2,5.2,7.7,18.66,17.44,NA,2.84,22.96,4.96,120,0,0,0.4,0,0
15,2010-08-17,2,6.8,7.7,18.39,26.46,NA,3.21,25.56,6.15,91.79,0,0,0,0,0
15,2010-09-14,2,8.9,7.6,17.95,27.43,NA,2.91,20.98,4.27,82.34,0,0,0,0,0
15,2010-10-26,2,4.4,7.7,15.65,28.32,NA,2.79,24.01,5.64,74.53,0,0,0,0,0
15,2011-04-19,2,7.1,8.3,14.4,10.88,NA,1.64,15.58,2.99,NA,0,0,0,0,0
15,2011-07-12,2,6.9,8,17.13,22.28,NA,2.26,17.08,1.66,NA,0,0,0,0,0
15,2011-09-20,2,17.6,8.9,19.45,20.41,NA,2.55,19.11,0.31,NA,0,0,0,0,0
15,2011-10-18,2,9.8,8.2,18.43,22.72,NA,2.39,14.43,1.79,NA,0,0,0,0,0
15,2012-06-19,2,5.1,7.6,18.85,24.91,NA,3.55,29.75,4.27,NA,0,0,0,0,0
15,2012-12-04,2,4.2,8.2,14.23,20.53,NA,3.07,27.78,6.6,NA,0,2.8,0,0,0
16,1994-02-16,2,0.9,9.6,11.15,20.96,NA,NA,NA,NA,NA,0,0.8,0,0,0
16,2014-09-16,2,9.2,7.5,19.32,31.19,NA,NA,NA,NA,NA,0,0,19.45,97.23,0
17,2011-10-18,2,8.5,7.9,17.36,27.04,NA,NA,NA,NA,NA,0,0,0,0,0
18,1992-04-07,1,3.2,NA,15.03,28.51,2.4,NA,NA,NA,NA,1424.2,3.7,0,0,0
18,1993-02-24,1,1.1,8.9,11.87,22.37,1.3,2.21,21.5,6.2,91.81,0,63,0,0,0
18,1993-04-15,1,2.3,8.8,14.29,18.88,0.6,1.51,8.4,1.42,107.23,0,0,0,0,0
18,1993-06-14,1,3.9,8.3,17.66,22.35,0.6,2.1,12.2,4.01,63.89,0,0,0,0,0
18,1993-12-07,1,0.9,8.3,12.46,30.87,0.7,NA,NA,NA,NA,0,12.8,0,0,0
18,1994-04-19,2,3.2,8.8,14.78,27.84,NA,NA,NA,NA,NA,0,0,0,0,0
18,1994-06-15,2,2.4,7.1,15.55,30.78,NA,3.18,28.68,5.98,61.82,0,0.8,0,0,0
18,1994-08-30,2,2.3,7.3,16.4,32.28,NA,NA,NA,NA,NA,0,0,0,0,0
18,1995-01-18,2,0.9,9,11.98,21.71,NA,NA,NA,NA,NA,0,4,0,0,0
18,1995-02-07,2,0.6,8.8,12.43,12.76,NA,2.14,27.27,7.84,164.38,0,1.6,0,0,0
18,1995-03-07,2,1.8,7.9,13.02,21.72,NA,1.51,15.36,3.34,100.74,0,0,0,0,0
18,1995-04-18,2,2.6,NA,12.61,18.5,NA,NA,NA,NA,NA,0,0,0,0,0
18,1995-05-02,2,0.2,8.7,14,20,NA,1.55,14,2.05,103.1,0,0,0,0,0
18,1995-07-18,2,1.2,7.3,17.7,23.78,NA,2.31,14.22,4.46,85.55,0,0,0,0,0
18,1995-09-21,2,1.6,6.8,14.88,30.83,NA,2.12,14.09,6.23,36.25,1562.5,0,0,0,0
18,1996-01-11,2,0.8,8.1,11.88,25.72,NA,NA,NA,NA,NA,0,3.2,0,0,0
18,1996-03-06,2,1.6,9.4,12.27,18.62,NA,NA,NA,NA,NA,0,0,3.2,0,0
18,1996-05-01,2,3.3,6,12.33,29.78,NA,NA,NA,NA,NA,0,0,2,0,0
18,1996-07-17,2,1.6,7.9,16.87,29.15,NA,NA,NA,NA,NA,0,0,0.8,0,0
18,1996-11-13,2,1.5,7.2,12.56,31.9,NA,NA,NA,NA,NA,0,0,0.8,0,0
18,1997-01-28,2,1.2,9.5,10.93,11.05,NA,1.76,24.8,6.34,151.62,875,0,0,0,0
18,1997-04-01,2,3.4,8.5,12.57,25.92,NA,1.67,17.96,2.97,56,62.5,0,0,0,0
18,1997-05-14,2,3.2,8.4,15.54,28.24,NA,1.23,7.68,0.93,11.95,1687.5,0,0,0,0
18,1997-06-10,2,1.9,6.8,15.93,30.43,NA,2.54,17.47,9.85,42.4,0,0,4,0,0
18,1997-07-15,2,2.6,7.6,16.43,30.66,NA,NA,NA,NA,NA,250,0,0.4,0,0
18,1997-08-05,2,2.5,7.6,18.25,30.11,NA,3.08,21,7.61,59.78,437.5,0,0,0,0
18,1997-09-09,2,4.5,7.6,19.53,29.8,NA,NA,NA,NA,NA,7437.5,0,1.2,0,0
18,1997-11-06,2,2,7.7,15.79,31.8,NA,2.08,12.37,4.31,40.47,2500,1,0.6,0,0
18,1998-01-06,2,1.2,8.4,12.39,29.59,NA,NA,NA,NA,NA,500,5.6,0,0,0
18,1998-03-17,2,5.7,10,14.08,17.34,NA,1.19,14.55,2.18,120.48,4750,3,0,0,0
18,1998-05-19,2,3.4,NA,15.07,17.99,NA,1.29,11.38,3.03,118.05,1375,0,0,0,0
18,1998-11-10,2,1.7,7.5,13.09,29.2,NA,NA,NA,NA,NA,150,0,0.2,0,0
18,1999-01-21,2,1.5,8.8,10.49,29.11,NA,1.88,20.69,4.86,54.77,160,0,0,0,0
18,1999-03-09,2,2.1,8.9,10.98,15.81,NA,1.58,22.08,4.16,157.99,297,0,0,0,0
18,1999-05-07,2,4.5,8.3,13.25,24.24,NA,1.93,21.54,2.71,93.31,1445.4,0,0,0,0
18,1999-09-14,2,11.4,8,16.16,31.19,NA,NA,NA,NA,NA,574.2,0,4.4,0,0
18,1999-12-14,2,1.7,7.5,11.76,30.6,NA,NA,NA,NA,NA,60,0,0,0,0
18,2000-03-07,2,0.6,8.5,12.26,17.71,NA,NA,NA,NA,NA,0,2.5,0,0,0
18,2000-05-16,2,2.7,7.1,13.23,27.09,NA,2.11,17.63,5.9,64.9,400,0,0,0,0
18,2000-07-11,2,2,7.2,16.01,30.56,NA,NA,NA,NA,NA,1220,0,0,0,0
18,2001-04-24,2,11.3,9,12.73,29.51,NA,NA,NA,NA,NA,0,10,0,0,0
18,2002-03-19,2,5.4,8.3,11.31,26.58,NA,1.73,18.92,2.41,66.78,0,0,0,0,0
18,2002-04-16,2,5.4,7.9,13.57,29.19,NA,NA,NA,NA,NA,0,3.6,0,0,0
18,2002-05-07,2,4.5,8,13.39,29.44,NA,NA,NA,NA,NA,0,0,0,0,0
18,2002-07-16,2,4.8,8.1,15.95,30.76,NA,NA,NA,NA,NA,0,0,0,0,0
18,2004-04-20,2,4.6,8,13.37,25.93,NA,1.86,16.75,3.91,67.07,0,0,0.8,0,0
18,2004-08-24,2,4.8,7.5,17.25,31.44,NA,NA,NA,NA,NA,0,0,0,0,0
18,2004-09-14,2,6.1,6.5,17.01,31.84,NA,NA,NA,NA,NA,0,0,2,0,0
18,2004-11-03,2,4.9,NA,14.86,30.68,NA,2.26,14.44,5.04,61.26,0,0,0,0,0
18,2005-01-11,2,1.5,8.4,11.74,30.15,NA,NA,NA,NA,NA,0,0,0,0,0
18,2005-03-22,2,2.8,8.1,14.37,29.36,NA,1.11,7.32,2.08,37.98,0,0.8,0,0,0
18,2005-05-03,2,3.3,8.4,14.66,27.06,NA,2.05,13.54,4.42,56.42,0,0,0,0,0
18,2005-11-08,2,3.3,7.6,14.39,30.95,NA,2.48,15.47,5.59,50.57,0,2,0,0,0
18,2006-05-09,2,13.1,7,14.62,19.08,NA,1.73,9.78,0.92,114.69,0,0,0.6,0,0
18,2006-10-17,2,4.6,7.5,15.28,31.53,0.5,1.55,10.84,4,41.43,0,0,0,0,0
18,2007-11-14,2,4.1,7.3,13.97,31.33,NA,2.34,22.16,4.48,46.13,0,0,0,0,0
18,2007-12-11,2,4.7,7.8,11.18,32.24,NA,1.85,18.15,2.91,39.1,0,6.4,0,0,0
18,2008-03-11,2,5.4,8.5,12.35,27.5,NA,1.86,22.25,2.64,62.17,0,22.4,0,0,0
18,2008-05-06,2,14.5,8.4,13.19,30.14,NA,1.6,12.96,1.98,20.97,0,0,0,0,0
18,2008-08-19,2,8,7.4,16.83,31.77,NA,2.6,21.61,5.71,54.32,0,0,0,0,0
18,2009-02-10,2,3.6,8.2,11.05,31.4,NA,2.25,20.3,3.33,38.76,0,0,0,0,0
18,2009-09-22,2,8.6,7.1,17.32,31.11,NA,2.37,18.67,3.5,49.71,0,1.6,0.2,0,0
18,2009-10-29,2,1.6,7.6,13.9,31.68,NA,1.79,11.79,4.17,41.83,0,0,0,0,0
18,2009-12-03,2,4.3,7.1,11.46,32.27,NA,2,19.81,3.85,33.89,0,0,0,0,0
18,2010-04-13,2,5.9,8.6,12.52,29.68,NA,1.32,10.01,3.74,31.28,0,6.4,0.8,0,0
18,2010-05-07,2,8.9,8,14.16,24.52,NA,2.39,24.07,2,85.67,0,0,0,0,0
18,2010-07-06,2,10,8,15.45,29.08,NA,2.58,23.83,4.08,63,0,1.6,0,0,0
18,2010-08-03,2,6.4,8.4,16.79,30.11,NA,1.86,16.02,6.71,43.7,0,0,0,0,0
18,2010-10-01,2,5.3,7,16.63,31.11,NA,2.66,20.09,4.85,51,0,0,0,0,0
18,2010-10-26,2,5.7,7.7,14.79,30.92,NA,2.77,21.44,4.92,55.19,0,1.6,0,0,0
18,2011-03-11,2,2.5,8.8,12,22.69,NA,1.94,20.79,5.17,NA,0,3,0,0,0
18,2011-07-12,2,7.2,7.7,14.38,29.32,NA,1.71,14.27,2.63,NA,0,0,0,0,0
18,2011-09-20,7,12.8,8,17.11,28.9,NA,NA,NA,NA,NA,0,0,0.4,0,0
18,2012-04-27,2,5.7,8.3,14.26,25.5,1.41,1.75,19.92,4.27,NA,0,0,0,0,0
18,2012-04-27,34,14.2,8.7,13.51,28.84,NA,NA,NA,NA,NA,0,4.8,3.2,0,0
18,2012-05-15,2,8,8.2,14.73,27.1,NA,2.03,22.96,3.62,NA,0,0,0,0,0
18,2012-05-15,35,14.6,8.3,13.21,29.94,NA,1.69,19.4,2.05,NA,0,0,0,0,0
18,2012-10-10,2,6.8,7.7,16.5,30.97,NA,2.5,17.5,5.07,NA,0,0,0,0,0
18,2012-11-06,2,4.5,7.4,15.81,30.55,NA,2.59,17.39,6.43,NA,0,0,0,0,0
18,2013-03-26,2,8.4,6.9,11.26,31,NA,2.17,21.66,3.29,NA,0,0,0,0,0
18,2013-07-15,2,4.4,7.5,17.08,30.75,NA,3.03,21.63,7.33,NA,0,0,0,0,0
18,2013-10-25,2,1.3,7,14.49,31.78,NA,4,27.47,7.72,NA,0,0,0,0,0
18,2014-01-24,2,3.2,8.1,11.25,30.91,NA,2.1,19.45,6.2,NA,0,21.39,2117.57,0.2,0
18,2014-03-25,2,7.6,8.4,14.36,28.65,NA,1.9,18.1,4.2,41,0,0,160.42,1149.69,0
18,2014-04-15,2,7,7.5,14.77,29.44,NA,1.9,16.3,5.1,44,0,0,5967.69,3.63,0
18,2014-05-13,2,6.8,6.9,13.34,31.63,NA,2.3,25.4,4.4,44,0,115.17,2500.93,0,0
18,2014-07-08,2,6.2,7.5,15.82,32.41,NA,2.5,14.1,7,31,0,0,5582.68,0,0
18,2014-08-04,2,7.5,7.3,18.88,31.77,NA,2.5,12.1,5.1,41,0,0,356.49,802.11,8716.25
18,2014-08-12,2,5.4,7,18.84,31.77,NA,2.57,13.71,5,48.43,0,14.53,0,1266.92,7634.43
18,2014-09-03,2,6.6,7.6,19.67,31.75,NA,3.94,27.63,3.36,189.73,0,0,47.53,344.61,0
18,2014-10-15,2,4.1,6.9,17.31,31.93,NA,2.57,11.71,4,36.78,0,4.97,14.92,9.95,0
18,2014-11-03,2,2.5,7.1,16.83,31.82,NA,2.61,11.64,4.78,36.28,0,15.84,63.38,1021.95,0
18,2014-11-18,2,1.9,7,15.4,31.58,NA,2.61,13.28,3.21,44.6,0,0,53.47,873.41,17913.77
18,2014-12-10,2,1.7,7.4,15.27,30.02,NA,2.74,17.49,5.57,45.27,0,10.9,47.53,808.05,37645.65
18,2015-01-14,2,3.2,8.1,12.35,25.99,NA,2.17,20.2,5.14,78.89,0,1,0.6,808.05,31799.17
18,2015-01-22,2,2.7,7.7,13.03,30.45,NA,1.65,12.28,3.78,34.78,0,2.8,213.9,0.2,41388.83
18,2015-02-12,2,2.1,8.3,14.02,27.7,NA,2.15,16.67,7.96,62.16,0,3.63,53.47,1310.11,36977.23
18,2015-02-18,2,2.1,7.9,14.44,30.32,NA,1.59,9.35,4.64,34.12,0,0.2,57.04,1725.43,12035.2
18,2015-03-13,2,3.4,7.9,14.89,28.32,NA,1.9,13.64,3.57,44.77,120.32,40.11,43.58,0.4,12004.9
18,2015-03-17,2,4.4,7.8,14.03,31.28,NA,1.35,8,2.78,22.3,71.3,47.53,118.83,23.77,31656.57
18,2015-03-27,2,4.1,8.3,15.9,28.12,NA,1.96,11.99,2.21,44.6,451.56,0,47.53,380.26,31656.57
18,2015-04-13,2,7.4,8.3,14.98,29.51,NA,1.92,12.92,2.78,42.27,305.57,0,305.57,4452.52,23179.31
18,2015-04-21,2,5.7,7.4,13.35,31.43,NA,2.01,14.56,3.43,32.29,285.19,3.63,142.6,4812.65,10373.94
18,2015-04-27,2,4.2,8,14.93,30.56,NA,2.43,15.14,6.57,38.78,305.57,3.63,0,5072.38,12833.74
18,2015-05-19,2,5.5,7.4,14.6,30.98,NA,2.47,19.63,5.57,42.94,572.94,4.54,114.59,3590.39,16156.77
18,2015-05-27,2,3.9,7.6,14.86,30.98,NA,2.65,22.14,8.17,44.29,855.58,0,35.65,4277.91,17610.75
18,2015-06-24,2,4.2,7.4,16.46,31.79,NA,2.46,18.28,7.32,38.78,361.98,32.91,625.23,4277.91,12767.93
18,2015-07-23,2,3.5,7.3,19.04,31.81,NA,NA,NA,NA,NA,739.39,0,79.22,2614.28,10061.02
18,2015-08-26,2,3.5,7.1,19.4,31.47,NA,2.24,12.26,5.77,31.47,855.58,0.8,427.79,3165.66,119439.38
18,2015-09-24,2,5.5,7.4,16.77,32.49,NA,NA,NA,NA,NA,275.01,0,0,61.11,24567.45
18,2015-10-15,2,5.5,7.3,18.18,31.64,NA,NA,NA,NA,NA,273.31,11.88,47.53,59.42,6761.48
18,2015-11-05,2,3.3,7.1,16.75,31.58,NA,NA,NA,NA,NA,427.79,0,45.83,916.7,7348.85
18,2016-01-21,1,1.3,8.4,12.85,31.26,0.89,1.03,3.64,4.64,11.19,139.28,9.95,3.32,6.63,23243.34
18,2016-02-02,1,1.8,8.7,12.28,24.02,0.88,2.1,23.2,12.35,71.59,231.41,18.76,34.4,297.08,12180.17
18,2016-02-10,1,2,8.2,12.89,26.09,NA,NA,NA,NA,NA,113,28.25,4.04,4.04,16256.08
18,2016-03-09,1,2.9,8.2,14.03,27.73,NA,1.72,13.07,6.85,51.92,119.78,21.39,2.14,194.65,17453.89
18,2016-03-16,1,2.7,8.7,13.67,18.97,0.79,2.36,21.85,9.42,122.37,340.99,3.1,6.2,77.5,17610.75
18,2016-04-27,1,4,7.7,14.16,27.33,0.79,1.53,8.57,4.93,35.41,258.66,24.87,228.82,570.39,17539.45
18,2016-05-18,4,4.3,7.5,14.18,30.91,NA,NA,NA,NA,NA,233.34,0,3.63,58.34,13047.64
18,2016-06-16,1,5.5,7.4,16.19,30.2,0.84,1.95,12.21,7,43.31,411.34,32.91,427.79,534.74,37324.81
18,2016-06-28,1,6.1,7.4,16.13,30.56,0.53,1.37,7.43,4,24.67,1247.73,0.6,308.96,11.88,15667.86
18,2016-07-14,1,4.7,7.3,16.35,30.9,0.5,2.34,13.92,7.92,41.11,463.44,0,57.04,178.25,38738.9
18,2016-08-18,1,3.3,7.4,17.67,30.94,0.73,2.83,14.21,7.57,45.15,689.22,71.3,344.61,7.26,13796.28
18,2016-08-24,2,4,7.3,17.15,31.07,NA,NA,NA,NA,NA,226.99,17.46,13.1,4.37,10609.23
18,2016-09-09,1,12.4,8,17.71,30.76,0.57,NA,NA,NA,NA,803.73,0,324.08,305.57,13261.54
18,2016-09-20,1,6.4,7.3,16.94,31.16,1.23,NA,NA,NA,NA,532.99,49.09,168.31,1925.06,41495.77
18,2016-10-11,2,4.1,6.7,14.92,31.76,NA,2.2,17.06,4,36.57,460.28,37.91,254.51,0.8,18908.38
18,2016-10-18,2,4.4,7.2,15.78,31.13,NA,2.61,16.56,6.57,47.05,319.56,25.77,0.4,298.94,0
18,2016-11-08,2,3.8,7.6,16.04,30.68,NA,2.23,12.21,6.85,44.72,186.78,3.01,120.5,42.78,12962.08
18,2016-12-13,2,1.8,7.4,12.39,31.8,NA,1.82,16.28,3,32.1,102.67,29.95,124.06,1425.97,34793.71
18,2017-01-11,2,1.6,NA,11.04,24.35,NA,2.16,20.56,9.5,89.15,111.23,29.95,7.26,855.58,110370.2
18,2017-01-23,2,1.7,NA,9.95,9.43,NA,1.58,22.42,6.21,167.94,114.08,0,0,71.3,375030.54
18,2017-02-08,2,1.7,NA,12.25,22.45,NA,1.62,16.56,5.43,100.24,172.23,11.11,0.4,5.56,116359.29
18,2017-03-07,2,2.2,NA,11.53,8.8,NA,1.85,21.7,4.36,195.3,213.9,0,81.28,4.28,123203.95
18,2017-03-21,2,5.3,NA,13.95,15.86,NA,1.72,17.92,3.43,142.11,497.79,0,31.11,285.19,33795.53
18,2017-04-04,2,5.5,NA,13.95,18.07,NA,1.79,11.78,3.95,145.19,201.06,0,59.89,4.28,55399
18,2017-04-18,2,4.5,NA,13.79,12.63,NA,1.76,15.71,4.49,152.7,456.76,0,33.42,11.14,94381.5
18,2017-04-27,2,6.4,NA,13.9,18.25,NA,1.69,12.35,5.04,125.43,348.57,15.84,269.35,12.11,111582.28
18,2017-06-06,2,4.5,NA,14.23,25.87,NA,1.41,10.14,4.79,53.42,400.44,3.26,0.22,35.81,5043.71
18,2017-06-22,2,9.9,NA,13.05,30.67,NA,1.9,20.35,1.67,50.28,101.86,0,346.31,7.26,46629.27
18,2017-07-25,2,3.8,NA,15.99,29.55,NA,2.52,18.06,7.92,56.09,244.76,4.92,231.09,36.33,82349.86
18,2017-07-31,2,1.9,NA,16.97,29.46,NA,2.45,17.21,8.28,48.68,862.27,0,133.68,20.05,32512.15
18,2017-08-22,2,3.1,NA,17.16,30.73,NA,2.19,13.99,8.5,42.13,394.88,0,39.49,427.79,30515.79
18,2017-08-30,2,13.5,NA,18.04,29.57,NA,2.45,15.49,8,49.08,1588.94,0,122.23,213.9,56682.37
18,2017-09-19,2,2.2,NA,17.79,30.81,NA,2.07,11.21,7.85,41.96,581.36,0.8,14.53,285.19,53616.53
18,2017-09-28,2,4.1,NA,18.1,28.12,NA,2.56,17.63,6.07,65.94,740.59,0.33,9.1,4.54,25435.77
18,2017-10-18,2,4.9,NA,13.64,31.35,NA,2.25,18.13,4.07,46.55,127.97,4.57,205.67,499.09,8199.34
18,2017-10-27,2,3.9,NA,15.44,28.89,NA,2.27,10.14,7.64,34.94,513.76,7.26,5.42,10.83,7058.56
18,2017-11-14,2,2.5,NA,14.04,30.69,NA,2.48,18.28,5.64,55.49,209.62,0,4.28,21.39,26416.12
18,2017-12-06,2,2.3,NA,13.06,29.79,NA,2.45,17.78,5.5,54.68,358.25,10.38,5.27,5.27,39112.36
18,2018-01-10,2,2.6,NA,11.6,29.13,NA,2.44,22.2,9.57,54.68,628.03,1.2,0.8,2566.75,94541.92
18,2018-02-07,2,4.6,NA,12.62,26.89,NA,2.17,23.13,7.35,69.53,381,7.26,1.2,13.37,60104.7
18,2018-02-23,2,4.1,NA,11.11,29.16,NA,2,21.63,4.07,53.76,191.38,33.77,11.26,22.52,58821.33
18,2018-03-09,2,4.1,NA,11.56,27.43,NA,2.17,24.63,5.71,74.47,542.97,21.79,0.4,16.45,68874.43
18,2018-03-15,2,3.6,NA,11.8,30.35,NA,1.89,18.92,6,48.9,256.67,0,91.26,11.41,26202.23
18,2018-03-26,2,3.4,NA,12.76,23.06,NA,2.27,21.28,8.5,56.79,290.62,4.54,4.54,356.49,15560.92
18,2018-04-09,2,4.7,NA,14.77,21.4,NA,2.1,21.85,6.5,133.21,1222.26,0,52.38,401.6,31228.78
18,2018-04-18,2,5.4,NA,13.53,24.27,NA,2.04,18.28,3.93,77.25,692.61,0,132.41,5.19,76085.77
18,2018-05-07,2,5.7,NA,15.07,25.44,NA,2.03,15.71,3.86,79.69,1108.37,0,262.51,427.79,62885.35
18,2018-05-17,2,5.1,NA,14.23,28.41,NA,2.36,16.85,4.57,55.94,366.68,0,244.45,1711.17,239135.44
18,2018-06-06,2,2.5,NA,16.11,28.14,NA,2.47,20.49,3.78,60.63,1512.55,15.28,0.4,30.56,99247.63
18,2018-06-11,2,6.1,NA,14.06,30.76,NA,2.58,24.2,3,55.32,1038.92,0,142.6,264.82,48554.33
18,2018-07-12,2,3.7,NA,16.06,31.78,NA,2.45,15.71,10.35,40.87,477.53,2.4,109.44,9.95,58821.33
18,2018-07-20,2,5.1,NA,17.02,31.13,NA,2.65,15.35,9.64,45.57,1313.93,0,15.28,855.58,84274.92
18,2018-08-03,2,3.2,NA,17.19,30.47,NA,2.97,17.49,9.57,57.46,620.6,12.05,96.4,0.4,60746.39
18,2018-08-14,2,7.2,NA,15.87,31.48,NA,2.91,20.7,5.57,55.52,402.12,25.67,111.23,42.78,93686.34
18,2018-09-18,2,8.4,NA,17.09,30.5,NA,2.53,18.13,7.35,60.99,2177.85,0,252.79,1108.37,85130.51
18,2018-10-17,2,5.1,NA,16.39,31.25,NA,2.35,15.35,6.07,56.95,671.3,0,26.33,487.02,37003.96
18,2018-10-26,2,3.6,NA,16.11,30.99,NA,2.34,13.21,6.71,53.15,423,0,0.25,802.11,58821.33
18,2018-11-15,2,4,NA,13.47,31.76,NA,2.37,18.28,4.5,44.97,243.84,0,4.28,427.79,17796.13
18,2018-12-05,2,2.4,NA,13.72,32.23,NA,1.59,10,4.57,28.24,239.56,5.7,7.26,1925.06,35720.59
18,2018-12-14,2,2.7,NA,12.99,30.17,NA,2.48,17.42,8.07,49.79,111.34,5.86,169.94,832.14,47484.86
18,2019-01-30,2,1.9,NA,12.7,25.86,NA,2.48,23.35,11.78,85.47,278.06,4.28,4.28,570.39,42636.55
18,2019-02-20,2,2.1,NA,11.35,20.52,NA,2.51,24.42,9.35,118.17,368.79,4.92,88.51,727.74,94541.92
18,2019-03-14,2,3.2,NA,11.64,10.11,NA,2.19,19.21,6.57,197.1,295.18,0,106.95,21.39,109514.62
18,2019-03-20,2,3.8,NA,13.12,22.24,NA,1.7,12.64,8.28,99.61,283.54,9.95,9.95,402.92,82563.76
18,2019-03-28,2,4.6,NA,13.68,15.44,NA,1.89,14.28,4.36,158.52,1045.71,0,15.84,1283.37,145876.9
